comment,language,platform,emotion,stance,label
সরকার অস্থিতিশীলতা সৃষ্টিকারীদের বিরুদ্ধে যথাযথ আইনানুগ ব্যবস্থা নেবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে সাধারণ মানুষের সম্পদ নষ্ট করছে, তাদের গ্রেপ্তার করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
ছাত্রদের আন্দোলনকে রাজনৈতিক হাতিয়ার বানানোর চেষ্টা প্রতিহত করা হবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনকে দীর্ঘায়িত করতে চাইছে, তাদের কঠোর শাস্তি দেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনের নামে কেউ যদি সহিংসতা করে, সরকার তা কঠোরভাবে দমন করবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
"গুজব ছড়িয়ে যারা জনগণকে বিভ্রান্ত করছে, তাদের বিরুদ্ধে আইনগত ব্যবস্থা নিতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা অপরাধে লিপ্ত, তাদের দ্রুত শাস্তির আওতায় আনা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের বিরুদ্ধে অপপ্রচার চালানো চক্রান্তকারীদের চিহ্নিত করা হবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা বিদেশি শক্তির সহযোগিতায় ষড়যন্ত্র করছে, তাদের আইনের আওতায় আনা হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকার সাধারণ মানুষের নিরাপত্তা নিশ্চিত করতে কঠোর অবস্থান নেবে।,Bangla,Facebook,Fear,Anti-Uprising,Negative
"যারা আন্দোলনের নামে জনমনে আতঙ্ক সৃষ্টি করছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নিতে হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
"যারা সহিংসতার মাধ্যমে রাষ্ট্রকে অস্থিতিশীল করতে চাচ্ছে, তাদের দ্রুত গ্রেপ্তার করা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সরকার শান্তিপূর্ণ আন্দোলনকে স্বীকৃতি দেয়, কিন্তু বিশৃঙ্খলা বরদাস্ত করবে না।",Bangla,Facebook,Fear,Anti-Uprising,Negative
"আন্দোলনকারীদের মধ্যে যারা জনসাধারণের ক্ষতি করছে, তাদের বিরুদ্ধে শাস্তির ব্যবস্থা করা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"গুম, খুন ও সহিংসতার অভিযোগ সম্পূর্ণ ভিত্তিহীন, এটি রাজনৈতিক উদ্দেশ্যপ্রণোদিত।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা আন্দোলনকে রাজনৈতিক ফায়দার জন্য ব্যবহার করছে, তাদের চিহ্নিত করা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকারের কঠোর অবস্থানের কারণে দেশ অস্থিতিশীলতা থেকে রক্ষা পেয়েছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনের নামে সহিংসতা উস্কে দিচ্ছে, তাদের বিরুদ্ধে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
আন্দোলনের পেছনে থাকা ষড়যন্ত্রকারীদের মুখোশ উন্মোচন করতে হবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকার দেশে শান্তি বজায় রাখতে প্রয়োজনীয় ব্যবস্থা নিচ্ছে এবং নেবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"যারা আন্দোলনকারীদের উস্কানি দিচ্ছে, তাদের উদ্দেশ্য প্রকাশ করতে হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"সহিংসতা সৃষ্টি করে যারা সরকারকে চাপে ফেলতে চাইছে, তারা ব্যর্থ হবে।",Bangla,Facebook,Anger,Anti-Uprising,Negative
সরকারের বিরুদ্ধে ষড়যন্ত্র মোকাবিলায় আইনশৃঙ্খলা বাহিনী কঠোর হবে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনের নামে যারা ভাঙচুর ও অগ্নিসংযোগ করছে, তারা দেশের শত্রু।",Bangla,Facebook,Anger,Pro-Uprising,Negative
রাষ্ট্রবিরোধী কর্মকাণ্ডে লিপ্ত আন্দোলনকারীদের শাস্তি নিশ্চিত করা হবে।,Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনের নামে যারা দেশে অস্থিরতা সৃষ্টি করছে, তাদের চিহ্নিত করা হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
সরকারের দৃঢ় পদক্ষেপের কারণে ষড়যন্ত্রকারীরা ব্যর্থ হচ্ছে।,Bangla,Facebook,Anger,Anti-Uprising,Negative
"আন্দোলনকারীদের ভেতর যারা সহিংস কর্মকাণ্ড করছে, তাদের কঠোর শাস্তি দেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা গুজব ছড়িয়ে জনগণকে বিভ্রান্ত করছে, তাদের শাস্তি নিশ্চিত করা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
সরকার আন্দোলনের নামে বিশৃঙ্খলা সৃষ্টি করতে দেবে না।,Bangla,Facebook,Fear,Anti-Uprising,Negative
"আন্দোলনের আড়ালে যারা দেশের ক্ষতি করতে চাইছে, তাদের দ্রুত ধরা হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"জনগণ শান্তি চায়, কেউ অশান্তি সৃষ্টি করলে কঠোর ব্যবস্থা নেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"আন্দোলনকে যারা বিকৃতভাবে উপস্থাপন করছে, তাদের শাস্তি দেওয়া হবে।",Bangla,Facebook,Anger,Pro-Uprising,Negative
"যারা জনগণকে উসকে দিচ্ছে, তারা সফল হবে না।",Bangla,Facebook,Hope,Pro-Uprising,Negative
"আন্দোলনকারীদের উস্কানি দিয়ে যারা বিশৃঙ্খলা ছড়াতে চাচ্ছে, তাদের আইনের আওতায় আনতে হবে।",Bangla,Facebook,Fear,Pro-Uprising,Negative
